Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	protein localization to kinetochore (GO:0034501)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	RCC2;CDK1;BUB3;AURKB
GO_Biological_Process_2021	protein localization to vacuole (GO:0072665)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	LMBRD1;ATP13A2;KPTN;RTN4
GO_Biological_Process_2021	regulation of lipase activity (GO:0060191)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	LPL;PCSK6;RHOC;GPIHBP1
GO_Biological_Process_2021	regulation of macrophage cytokine production (GO:0010935)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	CD74;CUEDC2;TGFB1;WNT5A
GO_Biological_Process_2021	regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901836)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	SMARCB1;PIH1D1;SIRT7;SMARCA4
GO_Biological_Process_2021	regulation of vasculogenesis (GO:2001212)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	TMEM100;RAPGEF2;ASB4;CD34
GO_Biological_Process_2021	respiratory electron transport chain (GO:0022904)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	SLC25A18;ETFDH;ETFA;SLC25A22
GO_Biological_Process_2021	secondary palate development (GO:0062009)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	WNT3A;LEF1;WNT5A;TGFBR2
GO_Biological_Process_2021	secretion (GO:0046903)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	RIMS1;NPR1;ABCB11;VIP
GO_Biological_Process_2021	sodium-independent organic anion transport (GO:0043252)	4/14	1.150746e-01	8.024083e-01	0	0	2.510229e+00	5.427554e+00	SLCO1C1;SLCO4A1;SLCO5A1;SLC16A2
GO_Biological_Process_2021	regulation of interleukin-10 production (GO:0032653)	10/48	1.151571e-01	8.024083e-01	0	0	1.652393e+00	3.571578e+00	PYCARD;IL6;IL12B;ISG15;LGALS9;TIGIT;PRKCZ;CD34;FOXP3;TLR4
GO_Biological_Process_2021	alpha-amino acid biosynthetic process (GO:1901607)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	ALDH18A1;SDSL;OTC
GO_Biological_Process_2021	cellular response to leptin stimulus (GO:0044320)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	NR4A3;LEP;LEPR
GO_Biological_Process_2021	cholesterol catabolic process (GO:0006707)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	CYP27A1;CEL;CYP46A1
GO_Biological_Process_2021	chylomicron remodeling (GO:0034371)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	LPL;APOB;GPIHBP1
GO_Biological_Process_2021	detection of mechanical stimulus involved in sensory perception of sound (GO:0050910)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	COL11A1;HPN;TMC2
GO_Biological_Process_2021	DNA topological change (GO:0006265)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	TOP2A;TOP1MT;HMGB2
GO_Biological_Process_2021	endothelial cell chemotaxis (GO:0035767)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	NR4A1;RAB13;CXCL13
GO_Biological_Process_2021	interleukin-23-mediated signaling pathway (GO:0038155)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	IL12B;P4HB;TYK2
GO_Biological_Process_2021	kinetochore assembly (GO:0051382)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	CENPF;CENPA;DLGAP5
GO_Biological_Process_2021	L-ascorbic acid metabolic process (GO:0019852)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	CYB5R3;GSTO1;SLC23A1
GO_Biological_Process_2021	negative regulation of lipid localization (GO:1905953)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	NFKBIA;IL6;ITGB3
GO_Biological_Process_2021	neuronal ion channel clustering (GO:0045161)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	MYOC;KCNIP2;AGRN
GO_Biological_Process_2021	Notch receptor processing (GO:0007220)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	APH1A;PSENEN;PSEN2
GO_Biological_Process_2021	positive regulation of B cell differentiation (GO:0045579)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	IL10;PPP2R3C;CD27
GO_Biological_Process_2021	positive regulation of DNA-directed DNA polymerase activity (GO:1900264)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	CHTF8;RFC2;CHTF18
GO_Biological_Process_2021	positive regulation of smooth muscle cell apoptotic process (GO:0034393)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	IFNG;PDCD4;IL12B
GO_Biological_Process_2021	postsynaptic membrane assembly (GO:0097104)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	NLGN1;NRXN1;CEL
GO_Biological_Process_2021	protein hexamerization (GO:0034214)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	UGDH;MAT2A;LRRC8D
GO_Biological_Process_2021	regulation of cell adhesion molecule production (GO:0060353)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	FUT7;CAV1;NOTCH4
GO_Biological_Process_2021	regulation of cellular extravasation (GO:0002691)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	FUT7;ADAM8;JAM3
GO_Biological_Process_2021	regulation of DNA-directed DNA polymerase activity (GO:1900262)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	CHTF8;RFC2;CHTF18
GO_Biological_Process_2021	regulation of endothelial cell differentiation (GO:0045601)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	TMEM100;NOTCH4;ATOH8
GO_Biological_Process_2021	regulation of interleukin-23 production (GO:0032667)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	IFNG;TLR4;MYD88
GO_Biological_Process_2021	regulation of mitotic centrosome separation (GO:0046602)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	KIF25;NEK2;KIF11
GO_Biological_Process_2021	response to UV-C (GO:0010225)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	DCUN1D3;BCL3;MAP3K4
GO_Biological_Process_2021	sterol catabolic process (GO:0016127)	3/9	1.152639e-01	8.024083e-01	0	0	3.137373e+00	6.778390e+00	CYP27A1;CEL;CYP46A1
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	45/274	1.160206e-01	8.065660e-01	0	0	1.235972e+00	2.662270e+00	SRRT;PRCC;WBP4;HNRNPU;WDR83;PRPF19;ELAVL1;PTBP1;SART1;RBM15B;RAVER1;SNRPD2;PABPN1;U2AF2;PCBP1;POLR2C;MAGOH;POLR2G;RALY;SNRNP35;POLR2I;ZRSR2;CPSF4;FUS;GTF2F1;LSM4;CDC40;CHERP;HNRNPL;SFPQ;HNRNPK;HNRNPUL1;PSPC1;HNRNPF;NOVA2;HNRNPA2B1;HNRNPD;RBM41;GEMIN6;HNRNPC;SNRNP25;SNRPF;SLU7;SNRPA;SNRPB
GO_Biological_Process_2021	G1/S transition of mitotic cell cycle (GO:0000082)	16/85	1.171261e-01	8.099468e-01	0	0	1.456588e+00	3.123659e+00	KLF11;CDT1;PLK3;CDKN1A;RRM2;CUL5;CCNH;CAMK2A;CDC6;TYMS;GPR132;CDC45;CDK5;RCC1;BRD4;CDKN3
GO_Biological_Process_2021	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	16/85	1.171261e-01	8.099468e-01	0	0	1.456588e+00	3.123659e+00	FZD4;WNT5A;ARHGEF19;CELSR2;PSMB10;PSMB8;PSMA5;PARD6A;PSMB5;PSMD4;PSMC3;PSMC4;PSME1;AP2S1;PSME2;PFN1
GO_Biological_Process_2021	negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	24/136	1.175578e-01	8.099468e-01	0	0	1.346613e+00	2.882863e+00	GPR27;IL10;LHCGR;ADCYAP1R1;GPR25;P2RY11;SRC;GLP2R;SCTR;GPBAR1;GPR84;PTH1R;HTR4;ADCY8;ADCY6;CRHR2;IL6;CALCR;ADORA2A;ADM2;DPEP1;DRD1;VIP;RAMP1
GO_Biological_Process_2021	acylglycerol homeostasis (GO:0055090)	6/25	1.188389e-01	8.099468e-01	0	0	1.982169e+00	4.221991e+00	CETP;MLXIPL;IL18;ACSM2A;LPL;GPIHBP1
GO_Biological_Process_2021	cAMP-mediated signaling (GO:0019933)	6/25	1.188389e-01	8.099468e-01	0	0	1.982169e+00	4.221991e+00	EPHA5;PDE2A;PDE3A;RAPGEF2;AKAP6;RAPGEF3
GO_Biological_Process_2021	fat-soluble vitamin metabolic process (GO:0006775)	6/25	1.188389e-01	8.099468e-01	0	0	1.982169e+00	4.221991e+00	VKORC1L1;CBR1;CYP24A1;CYP1A1;CYP3A4;LGMN
GO_Biological_Process_2021	phosphatidylglycerol metabolic process (GO:0046471)	6/25	1.188389e-01	8.099468e-01	0	0	1.982169e+00	4.221991e+00	PLA2G2F;PLA2G2D;GPAM;PLA2G1B;PLA2G10;PLA2G5
GO_Biological_Process_2021	positive regulation of T cell migration (GO:2000406)	6/25	1.188389e-01	8.099468e-01	0	0	1.982169e+00	4.221991e+00	PYCARD;CXCL10;CCL5;WNT5A;CXCL13;CCL27
GO_Biological_Process_2021	regulation of cardiac muscle cell action potential (GO:0098901)	6/25	1.188389e-01	8.099468e-01	0	0	1.982169e+00	4.221991e+00	CAV3;CAV1;NOS1AP;ANK2;CALM1;TRPM4
GO_Biological_Process_2021	positive regulation of defense response (GO:0031349)	18/98	1.206761e-01	8.099468e-01	0	0	1.413474e+00	2.988996e+00	CEBPA;WNT5A;PDE2A;IL18;LPL;CYBA;IFI35;NFKBIA;IFNG;POLR3C;CCL5;NINJ1;IFNK;PDCD4;IL12B;ADAM8;CCL1;TLR4
GO_Biological_Process_2021	regulation of peptidyl-serine phosphorylation (GO:0033135)	18/98	1.206761e-01	8.099468e-01	0	0	1.413474e+00	2.988996e+00	CSF3;HSP90AA1;TGFB1;WNT3A;CAV1;AXIN1;MIF;MAD2L2;MLXIPL;IL6;PAK1;PINK1;CALCR;DDIT4;TERF2IP;PRKD2;NOS1;RAPGEF3
GO_Biological_Process_2021	RNA splicing (GO:0008380)	18/98	1.206761e-01	8.099468e-01	0	0	1.413474e+00	2.988996e+00	ZRSR2;FUS;WBP4;WDR83;LSM4;PTBP1;SFPQ;SNRPD2;KHSRP;MAGOH;RP9;SNRNP25;SNRPF;HNRNPC;SNRNP35;TARDBP;SLU7;SNRPB
GO_Biological_Process_2021	negative regulation of cell adhesion (GO:0007162)	14/73	1.217094e-01	8.099468e-01	0	0	1.490312e+00	3.138774e+00	ACVRL1;ADAMDEC1;TGFB1;ANGPT1;FZD4;PDE3B;MUC1;ARHGDIA;ARHGDIB;CDH13;LPXN;ITGB1BP1;PLXNB1;JAM3
GO_Biological_Process_2021	neurotransmitter transport (GO:0006836)	14/73	1.217094e-01	8.099468e-01	0	0	1.490312e+00	3.138774e+00	GABRA2;SLC22A3;NRXN1;STXBP1;SLC1A1;STXBP2;SYN3;SLC6A3;RIMS1;SLC17A7;SLC29A1;GLUL;SLC38A2;VAMP2
GO_Biological_Process_2021	regulation of actin filament polymerization (GO:0030833)	14/73	1.217094e-01	8.099468e-01	0	0	1.490312e+00	3.138774e+00	VASP;CCL24;CSF3;CCL11;ALOX15;PYCARD;FER;MYADM;CCR7;EVL;SNX9;ESAM;PFN1;KANK3
GO_Biological_Process_2021	Fc-epsilon receptor signaling pathway (GO:0038095)	20/111	1.229357e-01	8.099468e-01	0	0	1.380809e+00	2.894305e+00	VAV3;FBXW11;PIK3R2;PSMB10;PSMB8;PSMA5;MAPK10;FER;PAK1;NR4A3;PSMB5;PSMD4;PIK3CA;PSMC3;PSMC4;PSME1;PSME2;CALM1;LAT;SKP1
GO_Biological_Process_2021	regulation of protein serine/threonine kinase activity (GO:0071900)	20/111	1.229357e-01	8.099468e-01	0	0	1.380809e+00	2.894305e+00	BLM;CDKN1A;MAP2K2;DDX3X;CCNH;SRC;PIH1D1;CIB1;CDC6;CDC25C;PKMYT1;PYCARD;CCNB2;IFNG;HGS;CCNI2;CALM1;CCNO;EZH2;CDKN3
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	13/67	1.237559e-01	8.099468e-01	0	0	1.511884e+00	3.158997e+00	VAV3;HSP90AA1;SRC;ITGB3;SH2D2A;VEGFC;CYBA;PIK3R2;MAPKAPK3;PIK3CA;MAPKAPK2;PRKD2;AAMP
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	35/209	1.241324e-01	8.099468e-01	0	0	1.264590e+00	2.638449e+00	CDKN1A;CUL5;CCNH;CAMK2A;PKMYT1;FOXM1;AURKA;CCNB2;GPR132;TUBA1A;CHEK2;RCC1;CEP250;NEK2;SKP1;PLK3;HSP90AA1;FBXW11;ODF2;UBE2C;NDE1;FBXL17;CDC25C;HAUS2;WEE1;MELK;CCNI2;TACC3;CDK1;CHMP2A;CHMP4B;PPP1R12B;CCNO;PAFAH1B1;CDKN3
GO_Biological_Process_2021	cellular response to cAMP (GO:0071320)	7/31	1.241881e-01	8.099468e-01	0	0	1.830889e+00	3.819156e+00	CRHBP;PDE2A;RAPGEF2;AKAP6;PKD2;RAPGEF3;HCN1
GO_Biological_Process_2021	negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	7/31	1.241881e-01	8.099468e-01	0	0	1.830889e+00	3.819156e+00	SOCS1;CADM4;SH3BP5L;MVP;CAV1;PTPN6;PRKCZ
GO_Biological_Process_2021	regulation of cellular component size (GO:0032535)	7/31	1.241881e-01	8.099468e-01	0	0	1.830889e+00	3.819156e+00	RAP1GAP2;VAV3;PEX11B;RDX;ATP13A2;PPP1CA;PICALM
GO_Biological_Process_2021	triglyceride homeostasis (GO:0070328)	7/31	1.241881e-01	8.099468e-01	0	0	1.830889e+00	3.819156e+00	CETP;MLXIPL;DGAT2;IL18;ACSM2A;LPL;GPIHBP1
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	44/269	1.245815e-01	8.099468e-01	0	0	1.229826e+00	2.561475e+00	CCL11;SRC;MAZ;LEF1;SEMA3B;FAM107A;PIK3R3;CIB1;SEMA3F;RTN4;FAM83H;PAK1;HYAL1;DDRGK1;PDGFD;CCL5;STX4;DRD1;GTSE1;SPAG9;CCL24;TGFB1;MYOC;HSPA5;HGF;SEMA6D;CAV1;TNFRSF18;RDX;RHOC;RHOD;MMP9;TJP1;BMP2;FER;IFNG;APC;MYADM;PECAM1;RAPGEF2;ADAM9;CDH13;PFN1;ARHGEF7
GO_Biological_Process_2021	regulation of endocytosis (GO:0030100)	12/61	1.255393e-01	8.099468e-01	0	0	1.537877e+00	3.191305e+00	RAB4B;TFR2;SRC;STON1;AP2S1;GPC3;CDH13;PACSIN3;CCL19;EPHA3;PACSIN1;PICALM
GO_Biological_Process_2021	negative regulation of endothelial cell proliferation (GO:0001937)	8/37	1.269016e-01	8.099468e-01	0	0	1.731806e+00	3.575043e+00	DLL4;AIMP1;CAV2;CAV1;TNMD;ATOH8;PTPRM;IL12B
GO_Biological_Process_2021	regulation of p38MAPK cascade (GO:1900744)	8/37	1.269016e-01	8.099468e-01	0	0	1.731806e+00	3.575043e+00	BMP2;LEP;LGALS9;RASGRP1;MAP3K4;SASH1;PJA2;GADD45G
GO_Biological_Process_2021	regulation of interferon-beta production (GO:0032648)	10/49	1.278209e-01	8.099468e-01	0	0	1.609931e+00	3.311829e+00	PYCARD;HSP90AA1;DDX3X;POLR3C;IRF1;IRF7;ISG15;PTPN11;TLR4;RELB
GO_Biological_Process_2021	cellular response to metal ion (GO:0071248)	23/131	1.284622e-01	8.099468e-01	0	0	1.338122e+00	2.745988e+00	SYT4;DAXX;CLIC4;NLGN1;CPNE7;WNT5A;ALOX15;SYT15;PKD2;ADCY8;MMP9;BMP6;ADD1;CRHBP;DLG2;P2RX4;TFR2;PPIF;DPEP1;ATP13A2;KCNH1;LGMN;SLC25A24
GO_Biological_Process_2021	negative regulation of cell cycle (GO:0045786)	15/80	1.293469e-01	8.099468e-01	0	0	1.449393e+00	2.964381e+00	IL10;CEBPA;HEXIM2;ZBTB17;MYOCD;TGFB1;NR4A1;BMP2;TFAP4;APC;RPS6KA2;TP53BP2;PDCD4;HECA;TAF6
GO_Biological_Process_2021	regulation of organelle organization (GO:0033043)	15/80	1.293469e-01	8.099468e-01	0	0	1.449393e+00	2.964381e+00	SCARB2;PRMT6;CDT1;CLIC4;SPEF1;PDE2A;RDX;SIRT7;MTM1;TJP1;ZEB2;PINK1;TBC1D25;ATP13A2;PLXNB1
GO_Biological_Process_2021	adrenergic receptor signaling pathway (GO:0071875)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	RAPGEF2;DRD1;ADRA1B;ADRA2C;ADRA1A
GO_Biological_Process_2021	granulocyte differentiation (GO:0030851)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	CEBPA;CDKN1A;CSF3;TAL1;LEF1
GO_Biological_Process_2021	lipopolysaccharide-mediated signaling pathway (GO:0031663)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	TGFB1;CD6;CCL5;IL18;TLR4
GO_Biological_Process_2021	maintenance of protein location in nucleus (GO:0051457)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	MORC3;SUN1;BCL3;HNRNPU;SKP1
GO_Biological_Process_2021	microtubule nucleation (GO:0007020)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	TPX2;NDE1;TUBGCP5;TUBG2;NDEL1
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	CEBPA;HEXIM2;MYOCD;TFAP4;APC
GO_Biological_Process_2021	negative regulation of lipid storage (GO:0010888)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	ABCA1;NFKBIA;IL6;ITGB3;PNPLA2
GO_Biological_Process_2021	positive regulation of nitrogen compound metabolic process (GO:0051173)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	SLCO1C1;IFNG;HPN;KLF4;MAP2K5
GO_Biological_Process_2021	positive regulation of peptidyl-lysine acetylation (GO:2000758)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	RUVBL2;DIP2B;NOS1;FOXP3;GLYR1
GO_Biological_Process_2021	regulation of protein kinase A signaling (GO:0010738)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	AKAP12;CALCR;AKAP6;MIF;PJA2
GO_Biological_Process_2021	regulation of protein modification by small protein conjugation or removal (GO:1903320)	5/20	1.298843e-01	8.099468e-01	0	0	2.092013e+00	4.270030e+00	DAXX;HSP90AA1;PINK1;EPAS1;DCUN1D3
GO_Biological_Process_2021	regulation of heart contraction (GO:0008016)	17/93	1.328761e-01	8.099468e-01	0	0	1.405022e+00	2.835809e+00	CAV3;KCNJ11;NPR1;KCNIP2;KCNJ12;TRPC1;NPR2;HSPB7;ITPR1;ABCC9;ANK2;FOXN4;TRDN;DES;P2RX4;NOS1;CALM1
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	116/764	1.329358e-01	8.099468e-01	0	0	1.127812e+00	2.275799e+00	CSF3;IFITM1;ATP8A2;RTKN2;SIRPG;CIB1;IFI35;CLU;FGF3;FGF7;STK11;FGF8;RPS6KA2;SOX7;PROK1;KCNH1;RPS9;MATK;TSC1;FOXP3;POU3F2;RUNX1;BTC;HGS;ATF5;MAZ;NOP2;NPR3;NUAK1;GRK5;DDRGK1;PDGFD;NACC1;WNT2;TRPM4;ZBTB17;CADM4;TGFB1;WNT3A;TNFRSF9;HMGA1;FUZ;CDC6;BMP6;CHERP;CXCL10;MLXIPL;BMP2;FER;IL6;NR4A3;TMEM115;CALR;EZH2;LGMN;ACVRL1;CDKN1A;CXCL9;FLT3;KIF14;HMGB2;CHD5;FOXM1;PKD2;ADRA1A;MECP2;ESM1;NUP62;ADAMTS8;IL10;KLF10;KLF11;MYOCD;GLP2R;PROX1;SSTR1;NME1;TGFBR2;KAT2B;DDAH1;IFNG;IRF1;IFNK;RAPGEF2;BIRC5;CDH13;ITGB1BP1;SGK2;IL9R;KANK2;CEBPA;UHRF1;PLA2G1B;LEF1;XIAP;PPM1D;DLL4;TBRG1;PAK1;STX4;HES5;CGREF1;VEGFC;USP17L2;KLF4;TJP1;TFAP4;APC;DNAJA3;DLC1;BCL6B;DNAJA2;PTPN6;FOLR2;VIP;CDKN3
GO_Biological_Process_2021	negative regulation of immune response (GO:0050777)	30/178	1.372540e-01	8.099468e-01	0	0	1.273950e+00	2.529966e+00	GPR27;ADCYAP1R1;GPR25;SRC;ALOX15;GPR84;PTH1R;HTR4;ADCY8;ADCY6;CRHR2;CALCR;DRD1;IL10;LHCGR;P2RY11;GLP2R;SCTR;TRAFD1;GPBAR1;FOXP3;FER;IL6;ADORA2A;ADM2;TYRO3;DPEP1;PDCD1;VIP;RAMP1
GO_Biological_Process_2021	positive regulation of interleukin-1 production (GO:0032732)	12/62	1.372692e-01	8.099468e-01	0	0	1.507032e+00	2.992681e+00	PYCARD;GSDMD;IL6;IFNG;WNT5A;LPL;PYDC1;CD36;LGALS9;CCL19;TLR4;MYD88
GO_Biological_Process_2021	lamellipodium assembly (GO:0030032)	6/26	1.374892e-01	8.099468e-01	0	0	1.882951e+00	3.736169e+00	ABLIM1;SPEF1;ABLIM3;CDH13;ARHGEF7;RHOD
GO_Biological_Process_2021	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	6/26	1.374892e-01	8.099468e-01	0	0	1.882951e+00	3.736169e+00	CD74;ING2;MUC1;MIF;TAF9B;CLU
GO_Biological_Process_2021	regulation of myelination (GO:0031641)	6/26	1.374892e-01	8.099468e-01	0	0	1.882951e+00	3.736169e+00	LGI4;NSUN5;KIF14;CST7;HES5;TYMP
GO_Biological_Process_2021	negative regulation of canonical Wnt signaling pathway (GO:0090090)	28/165	1.385427e-01	8.099468e-01	0	0	1.284371e+00	2.538658e+00	INVS;LMBR1L;PSMB10;STK11;PSMB5;PSMD4;TMEM88;TNN;RUVBL2;NPHP3;TLE3;FZD4;CAV1;SIAH2;WNT5A;AXIN1;FUZ;KREMEN2;PSMB8;PSMA5;MAD2L2;BMP2;APC;PSMC3;PSMC4;CCDC88C;PSME1;PSME2
GO_Biological_Process_2021	cell-matrix adhesion (GO:0007160)	18/100	1.387221e-01	8.099468e-01	0	0	1.378839e+00	2.723596e+00	ECM2;SRC;RCC2;ITGB3;TSC1;L1CAM;ITGAL;RHOD;THSD1;LYVE1;TNN;DLC1;ADAM9;ITGA7;ITGB1BP1;VWA2;ARHGEF7;CD34
GO_Biological_Process_2021	regulation of interleukin-8 production (GO:0032677)	15/81	1.396641e-01	8.099468e-01	0	0	1.427349e+00	2.809759e+00	IL10;CD74;PLA2G1B;KLF4;PYCARD;CD2;IL6;LEP;BCL3;FFAR2;PRKD2;LGALS9;TLR4;MAP2K5;MYD88
GO_Biological_Process_2021	central nervous system neuron development (GO:0021954)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	HSP90AA1;RAPGEF2;ATP7A;B4GALT6
GO_Biological_Process_2021	detection of mechanical stimulus involved in sensory perception (GO:0050974)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	COL11A1;HPN;LHFPL5;TMC2
GO_Biological_Process_2021	establishment of spindle localization (GO:0051293)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	ESPL1;CFL1;KIF25;NUSAP1
GO_Biological_Process_2021	macrophage migration (GO:1905517)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	EDNRB;P2RX4;CCL5;SFTPD
GO_Biological_Process_2021	positive regulation of exosomal secretion (GO:1903543)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	IFNG;HGS;CHMP2A;ATP13A2
GO_Biological_Process_2021	positive regulation of response to cytokine stimulus (GO:0060760)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	CD74;WNT5A;LRRC70;AGPAT2
GO_Biological_Process_2021	protein kinase A signaling (GO:0010737)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	MYOM1;RDX;RAB13;LCP1
GO_Biological_Process_2021	protein localization to cell-cell junction (GO:0150105)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	TJP1;ARHGEF18;LSR;TJP3
GO_Biological_Process_2021	regulation of integrin activation (GO:0033623)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	SRC;KIF14;CXCL13;JAM3
GO_Biological_Process_2021	regulation of lymphocyte activation (GO:0051249)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	FCRL3;CCL5;LEP;LAT
GO_Biological_Process_2021	regulation of microglial cell activation (GO:1903978)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	IL6;STAP1;NR1D1;CST7
GO_Biological_Process_2021	regulation of non-canonical Wnt signaling pathway (GO:2000050)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	SPEF1;DAAM2;GPC3;NPHP3
GO_Biological_Process_2021	vitamin D metabolic process (GO:0042359)	4/15	1.406583e-01	8.099468e-01	0	0	2.281894e+00	4.475756e+00	CYP24A1;CYP1A1;CYP3A4;LGMN
GO_Biological_Process_2021	chromatin remodeling at centromere (GO:0031055)	7/32	1.411516e-01	8.099468e-01	0	0	1.757551e+00	3.441145e+00	HELLS;RUVBL1;HJURP;CENPM;OIP5;CENPP;CENPA
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	7/32	1.411516e-01	8.099468e-01	0	0	1.757551e+00	3.441145e+00	LMBR1L;TGFB1;TNFRSF13B;FLT3;TMEM190;SBDS;BATF
GO_Biological_Process_2021	modulation by host of symbiont process (GO:0051851)	7/32	1.411516e-01	8.099468e-01	0	0	1.757551e+00	3.441145e+00	SMARCB1;TFAP4;CCL5;HPN;LEF1;TARDBP;SMARCA4
GO_Biological_Process_2021	positive regulation of receptor signaling pathway via STAT (GO:1904894)	7/32	1.411516e-01	8.099468e-01	0	0	1.757551e+00	3.441145e+00	GHR;IL10;IL6;CCL5;LEP;OCIAD2;HES5
GO_Biological_Process_2021	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	7/32	1.411516e-01	8.099468e-01	0	0	1.757551e+00	3.441145e+00	DLL4;MAP3K3;MMRN2;CIB1;ITGB1BP1;KLF4;MAP2K5
